2021-12-07 20:52:44 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 21:50:30 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 21:58:34 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 21:59:09 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 22:00:28 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 22:01:53 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 22:02:40 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 22:06:22 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 22:15:48 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 22:21:06 INFO  UserDaoImpl:49 - read operation:getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 23:44:02 INFO  UserDaoImpl:49 - getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 23:44:53 INFO  UserDaoImpl:49 - getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 23:45:27 INFO  UserDaoImpl:49 - getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
2021-12-07 23:45:27 INFO  UserDaoImpl:49 - getAllUsers() [User{users_id=1, username='aizizi01', password='123456', first_name='Aizizi', last_name='Fulati', email='aizizi@emial.com', role_id=1}, User{users_id=2, username='malory01', password='123456', first_name='Malory', last_name='Archer', email='malory@emial.com', role_id=2}, User{users_id=3, username='lana01', password='123456', first_name='Lana', last_name='Kane', email='lana@emial.com', role_id=1}, User{users_id=4, username='cyril01', password='123456', first_name='Cyril', last_name='Figgis', email='cyril@emial.com', role_id=1}, User{users_id=5, username='Cheryl01', password='123456', first_name='Cheryl', last_name='Tunt', email='cheryl@emial.com', role_id=1}, User{users_id=6, username='Pam01', password='123456', first_name='Pam', last_name='Poovey', email='cyril@emial.com', role_id=1}, User{users_id=7, username='Ray01', password='123456', first_name='Ray', last_name='Giillette', email='cyril@emial.com', role_id=1}]
